date,area,rooms,floor,total_floors,year_built,orientation,district,subdistrict,community,price_per_sqm,total_price,dist_metro_m,school_rank,lat,lon,neigh_price,source
2021-04-22,71.8,1,27,28,1998,北,海淀区,wudaokou,万柳书院,90932,6531481,286,0,39.94309110422911,116.26265341829406,87791,realistic_mock
2021-04-22,83.7,1,24,25,2002,南北,海淀区,wudaokou,郦城,95099,7959478,510,0,39.93505836892879,116.25942501885774,96785,realistic_mock
2021-04-24,98.1,1,1,14,2005,东南,海淀区,wudaokou,美丽园,87252,8559505,298,0,39.9710303962627,116.30589644970885,87807,realistic_mock
2021-04-25,108.0,1,25,26,2020,东西,海淀区,zhongguancun,郦城,82344,8889279,791,0,39.94707606772228,116.25024151673124,76155,realistic_mock
2021-04-28,78.0,2,15,16,2015,北,海淀区,haidian,世纪城,97372,7591576,360,0,39.958377027476146,116.27973334142256,100164,realistic_mock
2021-04-30,78.9,2,24,25,1998,东西,海淀区,haidian,当代城市家园,89355,7047497,100,0,39.931051791779794,116.26726917680257,93418,realistic_mock
2021-05-01,83.1,4,12,22,2015,西南,海淀区,haidian,观山园,93426,7762683,459,0,39.965863952153754,116.30039157436045,95314,realistic_mock
2021-05-05,103.2,2,24,29,2008,北,海淀区,shangdi,曙光花园,95375,9843345,116,0,39.93985322526163,116.26618776347354,81125,realistic_mock
2021-05-07,104.8,2,22,23,2018,东南,海淀区,shangdi,郦城,110632,11599628,2469,0,39.935515053293166,116.2934522947685,111504,realistic_mock
2021-05-09,98.8,3,2,7,2005,西南,海淀区,haidian,万柳书院,93203,9212760,100,0,39.96348225650892,116.27098634741371,97527,realistic_mock
2021-05-15,99.5,4,22,23,2002,南,海淀区,shoujingmao,美丽园,88650,8817332,624,0,39.96699695957939,116.25787742364628,85719,realistic_mock
2021-05-16,152.9,3,10,11,2015,东南,海淀区,shoujingmao,博雅西园,108491,16589098,911,0,39.92318924512623,116.28656678443055,109906,realistic_mock
2021-05-19,91.9,2,26,27,2018,北,海淀区,wudaokou,万城华府,108802,9995917,100,0,39.93263466692176,116.28111188599901,106146,realistic_mock
2021-05-25,85.4,2,19,20,2018,东西,海淀区,shoujingmao,华清嘉园,98419,8407269,835,0,39.92308854104403,116.26806118056163,94397,realistic_mock
2021-05-26,75.6,4,2,22,2008,南北,海淀区,xierqi,郦城,97841,7400760,692,0,39.92687944979148,116.30013564181418,91166,realistic_mock
2021-05-29,56.4,3,2,15,2020,北,海淀区,shoujingmao,涧桥泊屋,87281,4920438,587,0,39.953681349451365,116.30297018944069,96111,realistic_mock
2021-06-01,81.5,1,24,29,1998,南北,海淀区,xierqi,橡树湾,88250,7191249,446,0,39.96694374851867,116.2818450361433,83477,realistic_mock
2021-06-02,81.6,3,22,23,1998,西南,海淀区,xierqi,涧桥泊屋,93655,7644426,634,0,39.943279188805725,116.2730148751526,90254,realistic_mock
2021-06-06,62.6,3,3,8,2002,东西,海淀区,zhongguancun,世纪城,97921,6130047,783,0,39.962058920361315,116.2526493629467,90900,realistic_mock
2021-06-07,104.8,2,10,11,2020,东西,海淀区,haidian,曙光花园,93628,9816850,1615,0,39.940732145020924,116.27232721176048,100156,realistic_mock
2021-06-08,120.6,3,9,10,2002,西南,海淀区,zhongguancun,上地东里,94780,11432025,324,0,39.96847360141607,116.26542509794822,85730,realistic_mock
2021-06-15,73.2,3,15,22,2015,南北,海淀区,haidian,美丽园,94642,6926871,296,0,39.932916126441974,116.29312223697012,107728,realistic_mock
2021-06-16,107.9,1,24,25,2020,东西,海淀区,xierqi,博雅西园,92213,9948129,468,0,39.95393385953408,116.25464914784703,90374,realistic_mock
2021-06-16,103.1,3,5,20,2005,西南,海淀区,zhongguancun,美丽园,107606,11093347,267,0,39.974327656362114,116.28125188943078,102361,realistic_mock
2021-06-16,75.2,4,15,16,1998,西南,海淀区,zhongguancun,观山园,120936,9088885,111,0,39.96985263148051,116.3018765301573,120802,realistic_mock
2021-06-28,70.9,1,10,27,2012,东南,海淀区,shoujingmao,郦城,99607,7060081,274,0,39.95265523456106,116.30738988748662,102002,realistic_mock
2021-06-30,101.3,3,1,6,2012,东南,海淀区,zhongguancun,上地东里,86717,8782206,818,0,39.95076499398764,116.2738950140918,97175,realistic_mock
2021-06-30,112.2,4,2,17,2005,东西,海淀区,shangdi,万城华府,108164,12135794,317,0,39.94718088502282,116.30266550053156,105102,realistic_mock
2021-07-03,100.2,3,14,15,2018,东西,海淀区,haidian,涧桥泊屋,106570,10677630,167,0,39.93855845992912,116.2936053634439,105440,realistic_mock
2021-07-06,80.4,3,8,31,2015,西南,海淀区,shoujingmao,博雅西园,84945,6826925,401,0,39.923012787287455,116.28652132563175,86355,realistic_mock
2021-07-09,81.1,4,20,21,2008,南,海淀区,shoujingmao,紫金庄园,110669,8975438,471,0,39.955531410825756,116.30272185502956,103819,realistic_mock
2021-07-11,59.3,3,14,28,2012,南北,海淀区,zhongguancun,当代城市家园,123718,7337011,100,0,39.97053260481262,116.28889008293878,116913,realistic_mock
2021-07-14,96.8,2,2,18,2012,东西,海淀区,shangdi,郦城,86536,8377480,149,0,39.92121621234038,116.29609655686797,88243,realistic_mock
2021-07-14,163.1,3,1,22,2020,东南,海淀区,shoujingmao,曙光花园,95319,15545084,100,0,39.97769080033899,116.2928646458176,85577,realistic_mock
2021-07-15,94.2,2,4,6,2002,南北,海淀区,xierqi,郦城,98026,9237435,438,0,39.93634583617553,116.26406331721304,97161,realistic_mock
2021-07-15,47.9,4,22,25,2020,北,海淀区,shoujingmao,博雅西园,97495,4673345,295,0,39.93749058496674,116.2692751305758,102255,realistic_mock
2021-07-16,85.2,4,11,22,2002,西南,海淀区,shoujingmao,美丽园,107481,9153922,689,0,39.95326934685927,116.2607878688097,109997,realistic_mock
2021-07-17,104.9,2,17,21,2012,东西,海淀区,shoujingmao,橡树湾,99840,10469569,104,0,39.92005435011477,116.29291421120895,96756,realistic_mock
2021-07-18,108.0,2,18,31,2002,北,海淀区,xierqi,紫金庄园,108875,11754107,213,0,39.94541514961275,116.29215762637942,115835,realistic_mock
2021-07-19,85.7,2,6,31,2005,北,海淀区,haidian,万柳书院,109785,9409474,100,0,39.93146311212252,116.27644529660648,116070,realistic_mock
2021-07-20,88.2,3,22,23,2018,东南,海淀区,zhongguancun,万城华府,119805,10566166,110,0,39.96306153863248,116.25858937869985,116564,realistic_mock
2021-07-20,94.3,3,13,14,1998,东西,海淀区,wudaokou,万城华府,100790,9499508,211,0,39.97030896143395,116.2611105563307,107323,realistic_mock
2021-07-22,66.3,2,21,22,2008,南,海淀区,xierqi,涧桥泊屋,107024,7094054,313,0,39.938384503696014,116.29160347385289,106919,realistic_mock
2021-07-22,84.3,1,24,25,2020,东西,海淀区,shoujingmao,万柳书院,104734,8829381,965,0,39.93643943602836,116.28030700310825,97287,realistic_mock
2021-07-23,84.1,3,4,17,2020,南,海淀区,wudaokou,紫金庄园,95000,7987617,800,0,39.966714767248114,116.27360800312442,91728,realistic_mock
2021-07-31,97.7,4,9,10,2002,南,海淀区,shoujingmao,华清嘉园,105056,10267411,100,0,39.979805755099186,116.25593713810119,99446,realistic_mock
2021-08-05,72.7,2,12,13,2015,东西,海淀区,shangdi,涧桥泊屋,96790,7040724,100,0,39.9341308670934,116.29757893414349,96120,realistic_mock
2021-08-05,93.8,1,5,25,2008,东西,海淀区,shoujingmao,美丽园,83436,7825867,277,0,39.96077721996411,116.25457435307841,84360,realistic_mock
2021-08-06,92.3,2,12,14,1998,东西,海淀区,haidian,当代城市家园,74656,6888760,566,0,39.93341166933809,116.25334036889724,72363,realistic_mock
2021-08-09,43.1,2,2,23,2008,西南,海淀区,xierqi,当代城市家园,95259,4103222,864,0,39.965314191872,116.26939480703665,92218,realistic_mock
2021-08-19,79.5,2,16,17,2018,东南,海淀区,xierqi,观山园,104561,8308296,321,0,39.970773925287496,116.26918921720805,104866,realistic_mock
2021-08-21,80.3,3,22,23,2012,西南,海淀区,shoujingmao,曙光花园,103378,8296714,178,0,39.93645245630362,116.28066625839085,102300,realistic_mock
2021-08-23,85.1,2,3,15,1998,东南,海淀区,shoujingmao,上地东里,90352,7690040,126,0,39.93713759598102,116.26625455339482,89411,realistic_mock
2021-08-23,101.1,3,9,16,2015,北,海淀区,xierqi,上地东里,113100,11429475,504,0,39.92195470294353,116.27241122509442,115010,realistic_mock
2021-08-24,40.1,2,18,19,2015,北,海淀区,shoujingmao,博雅西园,114022,4577637,343,0,39.979000446104855,116.26449607658614,103404,realistic_mock
2021-08-24,77.5,3,19,25,2015,北,海淀区,shangdi,上地东里,96618,7488281,1098,0,39.94419376836085,116.29252329022492,99445,realistic_mock
2021-08-24,98.6,3,12,23,2005,南北,海淀区,shoujingmao,万柳书院,96587,9523699,666,0,39.96923836854464,116.2875563802061,99094,realistic_mock
2021-08-26,82.3,2,10,16,2015,南北,海淀区,xierqi,华清嘉园,87124,7166285,678,0,39.937073738105774,116.29909240012489,92316,realistic_mock
2021-08-26,93.4,1,24,25,2018,北,海淀区,xierqi,橡树湾,76521,7147347,183,0,39.9787419104475,116.27524419375412,80977,realistic_mock
2021-08-26,157.5,2,1,19,2012,南北,海淀区,shoujingmao,曙光花园,101537,15994400,2344,0,39.935562882404504,116.29412743510052,92154,realistic_mock
2021-08-28,90.5,2,10,21,2015,南,海淀区,wudaokou,涧桥泊屋,108038,9782626,100,0,39.96154471753643,116.30850610412513,102320,realistic_mock
2021-08-30,83.3,2,9,15,2008,东南,海淀区,wudaokou,涧桥泊屋,100310,8352445,900,0,39.93606010623166,116.2746359218343,107591,realistic_mock
2021-09-01,97.0,2,21,22,2015,南北,海淀区,shangdi,上地东里,80632,7821619,100,0,39.93968418106914,116.28962321029205,78905,realistic_mock
2021-09-02,84.5,2,22,23,2008,东南,海淀区,shangdi,博雅西园,106904,9035594,306,0,39.95577965630024,116.27494733409463,105882,realistic_mock
2021-09-08,130.2,2,2,16,2018,南北,海淀区,wudaokou,上地西里,87066,11333352,1353,0,39.95624653406905,116.29495417983615,95481,realistic_mock
2021-09-10,137.0,2,4,22,2005,东南,海淀区,shoujingmao,观山园,113588,15564881,141,0,39.97039682988035,116.296369366801,114126,realistic_mock
2021-09-11,85.3,2,7,22,2020,东南,海淀区,xierqi,上地西里,95745,8169093,594,0,39.929069717491295,116.28669189567688,98382,realistic_mock
2021-09-18,72.3,2,7,23,2020,东西,海淀区,zhongguancun,涧桥泊屋,80964,5853801,252,0,39.97311696974582,116.27169541598522,81097,realistic_mock
2021-09-19,109.5,3,21,25,2015,东西,海淀区,wudaokou,曙光花园,86966,9523004,699,0,39.966921685260225,116.29252468186458,88774,realistic_mock
2021-09-19,85.2,2,4,19,2012,东西,海淀区,haidian,上地东里,82762,7054410,139,0,39.95347953889361,116.30557044264418,83855,realistic_mock
2021-09-21,75.3,2,18,31,2012,南,海淀区,haidian,观山园,94695,7129198,100,0,39.92881762435423,116.30502469193193,91074,realistic_mock
2021-09-29,84.2,2,26,27,2015,西南,海淀区,shangdi,曙光花园,111832,9412283,619,0,39.93700184413347,116.3002342330933,100949,realistic_mock
2021-10-03,117.7,3,5,12,2005,南北,海淀区,shangdi,博雅西园,94921,11175189,100,0,39.965791392243176,116.26448223828024,87988,realistic_mock
2021-10-04,92.3,2,26,27,2005,北,海淀区,xierqi,涧桥泊屋,93320,8613905,100,0,39.96960480608158,116.25285847544619,97817,realistic_mock
2021-10-04,56.6,2,8,31,2008,东南,海淀区,xierqi,涧桥泊屋,97125,5501777,100,0,39.93930118212208,116.27792921834639,94274,realistic_mock
2021-10-06,87.0,1,24,25,2002,南北,海淀区,shoujingmao,博雅西园,92745,8065432,1448,0,39.94099985137146,116.30075201437229,93713,realistic_mock
2021-10-07,102.9,2,11,14,2015,北,海淀区,haidian,万城华府,107882,11100724,164,0,39.94289233054842,116.30837608875022,109086,realistic_mock
2021-10-08,111.6,3,26,27,2005,南北,海淀区,shoujingmao,世纪城,110200,12299878,136,0,39.92844460180347,116.25939805087143,116238,realistic_mock
2021-10-10,68.6,2,6,20,2018,北,海淀区,shangdi,万柳书院,93905,6442844,1073,0,39.97835470505957,116.29686701077254,95974,realistic_mock
2021-10-13,125.9,3,4,30,2005,东南,海淀区,zhongguancun,上地西里,113528,14291410,608,0,39.975848460340686,116.26474501873115,111458,realistic_mock
2021-10-15,81.2,2,26,27,2005,北,海淀区,haidian,上地西里,102395,8312754,209,0,39.926836716166676,116.2905685073161,102013,realistic_mock
2021-10-16,108.6,2,4,8,2002,东南,海淀区,shangdi,涧桥泊屋,99466,10803494,100,0,39.92767200807335,116.29593280503096,91133,realistic_mock
2021-10-18,89.7,2,25,26,2002,南北,海淀区,shangdi,紫金庄园,89820,8060282,543,0,39.9708756730258,116.28273511096015,89384,realistic_mock
2021-10-19,55.1,2,17,18,2020,西南,海淀区,shangdi,万柳书院,103048,5679678,606,0,39.96250938184957,116.26032535375772,97751,realistic_mock
2021-10-21,102.8,1,1,23,2005,东西,海淀区,xierqi,紫金庄园,86215,8866534,591,0,39.93304501005532,116.2634205127233,89289,realistic_mock
2021-10-22,80.5,2,17,25,2008,南北,海淀区,zhongguancun,橡树湾,110526,8897776,430,0,39.93267390988838,116.30177980988154,109693,realistic_mock
2021-10-27,120.9,4,8,10,2015,南,海淀区,zhongguancun,上地东里,108076,13064539,757,0,39.95247222594628,116.29823159317493,104427,realistic_mock
2021-10-29,94.6,4,11,12,1998,北,海淀区,wudaokou,万柳书院,99283,9392772,200,0,39.930206412920725,116.2796946962866,102270,realistic_mock
2021-10-29,73.8,2,9,31,2002,东南,海淀区,xierqi,世纪城,91229,6730477,100,0,39.935910852507824,116.30011473286429,85004,realistic_mock
2021-11-01,70.4,1,27,30,1998,南,海淀区,haidian,观山园,86453,6082042,202,0,39.9468321524303,116.28603566000164,90635,realistic_mock
2021-11-02,120.7,4,15,20,2005,东南,海淀区,zhongguancun,华清嘉园,111272,13433916,388,0,39.925482286433684,116.27595689597233,107551,realistic_mock
2021-11-09,94.4,3,3,22,2018,北,海淀区,shangdi,万城华府,91195,8605759,162,0,39.93898812704369,116.29643970523765,90637,realistic_mock
2021-11-09,46.4,4,22,31,2015,北,海淀区,haidian,曙光花园,89001,4128939,609,0,39.93440424442926,116.2586585520433,81477,realistic_mock
2021-11-10,138.1,3,19,21,2018,东西,海淀区,haidian,世纪城,96550,13337617,188,0,39.958402927815804,116.2796876612965,95539,realistic_mock
2021-11-14,75.1,2,12,13,2012,西南,海淀区,haidian,观山园,93074,6994278,100,0,39.93981722074953,116.29349223034285,88451,realistic_mock
2021-11-15,66.0,4,13,14,2018,南北,海淀区,haidian,万城华府,100033,6598485,100,0,39.969255152816785,116.27573306336369,104845,realistic_mock
2021-11-17,115.8,2,5,15,2018,东南,海淀区,shangdi,华清嘉园,86796,10053411,100,0,39.93775657333152,116.27755135402396,81520,realistic_mock
2021-11-19,80.0,2,2,29,1998,北,海淀区,zhongguancun,博雅西园,90157,7210616,565,0,39.93992004212706,116.29466653007026,91601,realistic_mock
2021-11-20,67.0,2,27,28,2020,东西,海淀区,shoujingmao,世纪城,96726,6485017,156,0,39.97033826580045,116.26786042293557,92321,realistic_mock
2021-11-21,100.5,4,20,21,2015,东西,海淀区,xierqi,美丽园,98106,9860540,401,0,39.96415427679176,116.30088768572801,96821,realistic_mock
2021-11-24,79.2,2,24,25,2018,南,海淀区,shangdi,万城华府,97738,7744359,100,0,39.920301593156594,116.25360578462269,97212,realistic_mock
2021-11-25,100.8,4,8,12,2005,东西,海淀区,shoujingmao,博雅西园,106882,10769969,522,0,39.977149478026064,116.30009817296887,106831,realistic_mock
2021-11-25,48.2,3,9,17,2012,南北,海淀区,zhongguancun,美丽园,92197,4443550,155,0,39.92405317297865,116.25197445137886,100225,realistic_mock
2021-11-28,73.7,4,21,29,2020,南北,海淀区,wudaokou,华清嘉园,104844,7725647,100,0,39.96948087435368,116.26656711794661,103882,realistic_mock
2021-11-28,71.5,1,20,21,2012,西南,海淀区,shangdi,万柳书院,90545,6470594,100,0,39.95359046573504,116.26481498970652,90138,realistic_mock
2021-11-28,43.1,2,18,31,2008,西南,海淀区,shoujingmao,郦城,100895,4349153,457,0,39.934250388277555,116.27401337357232,104561,realistic_mock
2021-12-02,72.0,2,24,25,2005,西南,海淀区,xierqi,紫金庄园,95780,6892741,189,0,39.95984444727199,116.26530523334529,95083,realistic_mock
2021-12-04,132.4,2,14,16,2002,东南,海淀区,haidian,美丽园,96827,12823467,102,0,39.9221111205645,116.25357825276481,94161,realistic_mock
2021-12-04,92.0,2,24,25,2012,东西,海淀区,haidian,万城华府,109756,10097028,1113,0,39.936534006578555,116.26993035132371,116858,realistic_mock
2021-12-07,51.3,2,10,25,2018,西南,海淀区,wudaokou,紫金庄园,98811,5067495,398,0,39.93318240742349,116.25123124888376,96391,realistic_mock
2021-12-09,100.9,1,11,15,2018,西南,海淀区,wudaokou,郦城,94880,9576455,212,0,39.940840025943864,116.27667053772416,94476,realistic_mock
2021-12-16,71.2,2,16,26,2008,东西,海淀区,shangdi,曙光花园,91502,6510499,649,0,39.95234967660052,116.26867846194936,99075,realistic_mock
2021-12-17,70.3,1,14,15,2002,南北,海淀区,xierqi,紫金庄园,97710,6871996,970,0,39.94073721013405,116.2872904386683,100233,realistic_mock
2021-12-19,88.0,3,23,24,2020,东南,海淀区,haidian,紫金庄园,101558,8934895,1310,0,39.977869293501435,116.2673661820818,98348,realistic_mock
2021-12-20,93.5,1,3,10,2012,东西,海淀区,shangdi,橡树湾,99281,9280487,882,0,39.95905273024975,116.27851479159523,101634,realistic_mock
2021-12-21,92.6,3,19,24,2008,南,海淀区,haidian,世纪城,98799,9151785,403,0,39.9743015958466,116.2918785628404,101456,realistic_mock
2021-12-22,82.6,1,16,31,2018,东南,海淀区,shoujingmao,博雅西园,105084,8679952,653,0,39.93618924320769,116.29950296461081,109866,realistic_mock
2021-12-24,110.5,3,10,26,1998,南北,海淀区,shoujingmao,上地东里,88886,9819183,1038,0,39.969735793471585,116.25653999939178,82541,realistic_mock
2021-12-27,61.7,2,24,25,2015,东南,海淀区,xierqi,世纪城,104039,6416750,125,0,39.9592125288024,116.26745853034494,112831,realistic_mock
2021-12-29,129.0,4,15,17,2012,东南,海淀区,wudaokou,上地西里,100824,13004324,100,0,39.96861818824001,116.29559272224233,115455,realistic_mock
2021-12-30,89.0,1,5,31,1998,南,海淀区,shangdi,博雅西园,83685,7446856,100,0,39.94300327181792,116.3002297178517,84358,realistic_mock
2022-01-02,129.6,1,14,15,1998,西南,海淀区,wudaokou,世纪城,101070,13098687,100,0,39.958400178010216,116.26348207061837,102024,realistic_mock
2022-01-04,94.5,1,27,28,1998,北,海淀区,shangdi,上地西里,87420,8265113,450,0,39.92228517803596,116.28719811389244,82462,realistic_mock
2022-01-04,97.9,1,10,20,2015,南,海淀区,xierqi,观山园,108904,10663151,296,0,39.956479293871794,116.30979132431548,103697,realistic_mock
2022-01-08,76.1,4,2,24,2015,南北,海淀区,wudaokou,郦城,93775,7138388,100,0,39.92524087930889,116.29306367203527,85240,realistic_mock
2022-01-11,86.2,1,12,14,2002,西南,海淀区,shangdi,郦城,85814,7394012,100,0,39.963680735467776,116.29878885931008,89995,realistic_mock
2022-01-14,128.0,4,15,29,2015,北,海淀区,wudaokou,涧桥泊屋,98072,12551949,135,0,39.92913624114034,116.28167245247337,106970,realistic_mock
2022-01-16,93.2,3,12,28,2015,东南,海淀区,shangdi,紫金庄园,101116,9429085,501,0,39.963686269542066,116.28999230731786,92833,realistic_mock
2022-01-21,98.1,1,9,15,2002,南,海淀区,zhongguancun,上地西里,89366,8767630,100,0,39.97603724790772,116.25865136783437,86404,realistic_mock
2022-01-25,68.7,4,19,20,2020,东南,海淀区,shoujingmao,涧桥泊屋,105318,7233099,480,0,39.92771409587618,116.30909425494809,105408,realistic_mock
2022-01-25,66.3,2,1,10,2018,东南,海淀区,shangdi,上地东里,86317,5719771,845,0,39.934603800993116,116.28344023017438,86794,realistic_mock
2022-01-26,80.3,1,19,24,1998,北,海淀区,shangdi,当代城市家园,100440,8064377,1028,0,39.95595802334098,116.26122650537503,109226,realistic_mock
2022-01-27,106.9,2,16,17,2018,南北,海淀区,zhongguancun,万柳书院,128392,13731075,100,0,39.92434090303016,116.30271184495243,133441,realistic_mock
2022-01-28,98.0,2,26,27,2002,西南,海淀区,xierqi,紫金庄园,105909,10379924,386,0,39.924644693119085,116.28077012174612,99446,realistic_mock
2022-01-31,86.4,1,26,27,1998,南北,海淀区,wudaokou,涧桥泊屋,103847,8969201,768,0,39.96424237832184,116.30293234423362,111746,realistic_mock
2022-02-09,86.7,2,12,31,1998,北,海淀区,shoujingmao,曙光花园,97328,8436938,249,0,39.97563049026416,116.30408321140864,91265,realistic_mock
2022-02-11,92.9,1,26,27,2012,北,海淀区,wudaokou,世纪城,101665,9442456,233,0,39.9278403578248,116.26745996337388,105636,realistic_mock
2022-02-14,51.7,2,3,12,2005,南北,海淀区,zhongguancun,万柳书院,90859,4700903,304,0,39.97363355498306,116.29731583267348,97096,realistic_mock
2022-02-16,98.5,2,8,30,2012,南,海淀区,xierqi,紫金庄园,106256,10463450,130,0,39.92865814894471,116.26987790042764,114627,realistic_mock
2022-02-17,88.3,3,8,18,2020,东南,海淀区,xierqi,世纪城,96692,8536208,616,0,39.930154855846574,116.25651332146636,90126,realistic_mock
2022-02-18,114.0,2,20,25,2005,南北,海淀区,shoujingmao,橡树湾,105362,12012071,525,0,39.966184797371426,116.30852462206109,96059,realistic_mock
2022-02-21,107.3,2,16,17,2020,南北,海淀区,shangdi,观山园,92676,9943215,337,0,39.964986053500056,116.29022255462613,83926,realistic_mock
2022-02-25,75.1,1,24,25,2008,北,海淀区,wudaokou,美丽园,121464,9120956,438,0,39.93574088900401,116.26219835826018,117761,realistic_mock
2022-02-25,54.7,1,22,27,2002,东南,海淀区,zhongguancun,上地东里,85427,4671720,100,0,39.92746210394003,116.27481856049512,79758,realistic_mock
2022-02-26,155.8,2,1,28,2012,南北,海淀区,wudaokou,涧桥泊屋,110255,17173945,617,0,39.97843266602262,116.25357753146324,102499,realistic_mock
2022-02-27,83.6,3,5,26,2020,东西,海淀区,zhongguancun,当代城市家园,100725,8416766,100,0,39.97381747582541,116.28121143139509,110824,realistic_mock
2022-02-28,91.5,2,14,16,2008,南,海淀区,xierqi,涧桥泊屋,104914,9595006,100,0,39.97990527403543,116.29514414722317,107960,realistic_mock
2022-03-03,101.8,2,8,15,1998,西南,海淀区,zhongguancun,橡树湾,103330,10516373,137,0,39.978357167793384,116.30142707703743,104413,realistic_mock
2022-03-03,109.3,1,19,20,2012,南,海淀区,shoujingmao,世纪城,94678,10351323,554,0,39.97449370932202,116.29552291926984,94089,realistic_mock
2022-03-10,81.0,2,8,18,2002,东南,海淀区,zhongguancun,世纪城,87608,7099784,537,0,39.9438132786935,116.26577545485793,87396,realistic_mock
2022-03-15,96.3,3,1,6,2008,南,海淀区,wudaokou,万城华府,94566,9108228,377,0,39.94185213335897,116.26259590990041,97562,realistic_mock
2022-03-15,122.1,3,6,12,2002,北,海淀区,wudaokou,华清嘉园,114675,13999445,110,0,39.945559851168106,116.30806456949003,124010,realistic_mock
2022-03-16,89.1,3,15,16,2008,南,海淀区,wudaokou,紫金庄园,99881,8902734,100,0,39.97114633313851,116.28290405620452,102196,realistic_mock
2022-03-16,76.7,2,5,25,1998,北,海淀区,zhongguancun,郦城,95519,7327844,100,0,39.92170744351064,116.28776129655773,96434,realistic_mock
2022-03-20,67.1,2,19,24,2005,东西,海淀区,shoujingmao,万柳书院,101564,6813823,103,0,39.926113438760204,116.27488586154277,103771,realistic_mock
2022-03-23,51.9,4,8,9,2005,北,海淀区,shangdi,万柳书院,112077,5812168,569,0,39.93782483299268,116.2755931712545,111970,realistic_mock
2022-03-24,79.0,1,7,8,2012,北,海淀区,shangdi,万城华府,88347,6976409,231,0,39.96797361897454,116.27771515760465,89175,realistic_mock
2022-03-25,103.2,2,1,16,2018,南,海淀区,shoujingmao,涧桥泊屋,96535,9964273,276,0,39.92072618700657,116.25054230814476,98313,realistic_mock
2022-03-27,57.9,4,11,27,2015,南北,海淀区,wudaokou,当代城市家园,118262,6852985,100,0,39.97173509769815,116.27343094186106,122557,realistic_mock
2022-03-31,110.6,3,20,21,2018,南,海淀区,zhongguancun,涧桥泊屋,120026,13269117,100,0,39.95626933893551,116.26662152693218,120070,realistic_mock
2022-04-03,98.6,2,16,17,2012,东西,海淀区,zhongguancun,当代城市家园,123967,12222719,688,0,39.92009390631149,116.288184082211,124691,realistic_mock
2022-04-03,111.7,4,15,16,2020,南,海淀区,zhongguancun,涧桥泊屋,102033,11392837,100,0,39.958979789808176,116.26148068576211,106994,realistic_mock
2022-04-04,59.2,1,5,28,1998,西南,海淀区,zhongguancun,美丽园,98779,5852583,134,0,39.96585465327319,116.28237695103611,99167,realistic_mock
2022-04-06,106.7,3,14,15,2002,北,海淀区,zhongguancun,万城华府,100892,10767712,116,0,39.978537402228945,116.30175006245359,104208,realistic_mock
2022-04-07,95.5,3,15,26,2002,东南,海淀区,xierqi,曙光花园,108208,10330051,1110,0,39.92045548497044,116.28436023499147,113077,realistic_mock
2022-04-07,89.1,2,26,27,2015,东南,海淀区,wudaokou,观山园,93619,8339442,226,0,39.97875571193652,116.25531797848498,93428,realistic_mock
2022-04-08,83.3,3,17,23,2002,北,海淀区,zhongguancun,橡树湾,93336,7774641,389,0,39.92948795874317,116.30163626942098,97470,realistic_mock
2022-04-08,79.7,2,6,8,2020,北,海淀区,zhongguancun,上地西里,103332,8235221,100,0,39.970048114304625,116.29707033613778,105750,realistic_mock
2022-04-08,128.5,3,19,20,2002,西南,海淀区,shoujingmao,曙光花园,119464,15356121,100,0,39.97370391733108,116.25894844955639,122106,realistic_mock
2022-04-13,74.6,1,1,27,2020,西南,海淀区,shoujingmao,橡树湾,100511,7498810,316,0,39.94884688507695,116.3054760594253,100371,realistic_mock
2022-04-13,70.1,3,2,14,2005,南,海淀区,xierqi,涧桥泊屋,108006,7568748,132,0,39.969333686754624,116.29517091935293,110980,realistic_mock
2022-04-13,84.4,2,6,7,2005,东西,海淀区,xierqi,上地东里,78501,6623833,247,0,39.97007431741226,116.28956878069721,74417,realistic_mock
2022-04-14,113.8,2,3,6,2005,东南,海淀区,shoujingmao,当代城市家园,124692,14183757,755,0,39.96330377126989,116.26415909518494,121617,realistic_mock
2022-04-19,57.9,2,8,28,2012,南,海淀区,xierqi,上地东里,99637,5764033,904,0,39.9234672918212,116.25843920035402,96483,realistic_mock
2022-04-21,62.6,2,24,25,2018,西南,海淀区,wudaokou,橡树湾,84506,5286714,283,0,39.939735186692644,116.2804987016566,85600,realistic_mock
2022-04-21,40.0,3,14,29,2005,北,海淀区,xierqi,美丽园,92184,3687366,166,0,39.96348600629173,116.25392138044793,89790,realistic_mock
2022-04-23,50.9,3,18,19,2018,南,海淀区,wudaokou,上地西里,103224,5258082,117,0,39.973065078490684,116.25675327044193,95551,realistic_mock
2022-04-24,106.9,2,5,19,2012,西南,海淀区,shoujingmao,上地东里,100483,10741703,100,0,39.93108728690445,116.28170810037048,99494,realistic_mock
2022-04-25,85.5,3,21,26,2012,东西,海淀区,zhongguancun,万城华府,95236,8145840,548,0,39.95756463746337,116.27494772636217,91516,realistic_mock
2022-05-03,110.6,2,11,28,2015,东西,海淀区,haidian,观山园,88277,9763681,249,0,39.939684753073834,116.2742835186867,93939,realistic_mock
2022-05-03,73.5,2,25,26,2005,西南,海淀区,zhongguancun,世纪城,108712,7990303,2132,0,39.94394655797345,116.28692404528256,98401,realistic_mock
2022-05-04,93.9,1,6,26,2012,东西,海淀区,haidian,曙光花园,100189,9410714,107,0,39.95345109588004,116.30741330655798,98977,realistic_mock
