date,area,rooms,floor,year_built,price_per_sqm,total_price,district,source
2016-07-25,72.6,2,8,2005,70728,5136917,海淀区,public_trend_based
2016-07-14,69.2,2,7,2015,72983,5049155,海淀区,public_trend_based
2016-07-06,100.6,3,21,2020,53294,5360923,海淀区,public_trend_based
2016-07-11,68.5,3,7,2015,65177,4463299,海淀区,public_trend_based
2016-07-13,103.8,2,5,2015,63685,6609646,海淀区,public_trend_based
2016-07-15,99.1,1,22,2015,68846,6823483,海淀区,public_trend_based
2016-07-08,122.7,2,5,2010,71554,8783016,海淀区,public_trend_based
2016-07-14,71.3,2,8,2005,80746,5759234,海淀区,public_trend_based
2016-07-08,68.0,3,15,2015,71847,4882754,海淀区,public_trend_based
2016-07-06,42.8,2,10,2010,54125,2318943,海淀区,public_trend_based
2016-07-05,124.6,2,9,2010,65920,8215252,海淀区,public_trend_based
2016-07-26,97.1,2,1,1995,59374,5764809,海淀区,public_trend_based
2016-07-11,73.3,1,6,2000,51043,3739275,海淀区,public_trend_based
2016-07-02,62.0,3,22,2000,62337,3866689,海淀区,public_trend_based
2016-07-10,89.3,2,23,2005,59469,5310153,海淀区,public_trend_based
2016-07-16,95.5,4,17,2015,82617,7891249,海淀区,public_trend_based
2016-07-23,81.7,1,21,1995,53645,4384360,海淀区,public_trend_based
2016-07-06,122.7,2,3,1995,65441,8031219,海淀区,public_trend_based
2016-07-12,95.6,3,14,2005,68182,6515065,海淀区,public_trend_based
2016-07-13,91.2,2,13,2020,71763,6546418,海淀区,public_trend_based
2016-07-10,128.3,2,16,1995,63161,8101323,海淀区,public_trend_based
2016-07-26,99.1,3,24,2000,66680,6608875,海淀区,public_trend_based
2016-07-05,47.1,2,10,2005,57330,2701904,海淀区,public_trend_based
2016-07-09,78.1,4,8,1995,56241,4393449,海淀区,public_trend_based
2016-07-21,99.2,4,7,2010,69261,6873880,海淀区,public_trend_based
2016-07-16,67.2,2,19,1995,70930,4766844,海淀区,public_trend_based
2016-07-07,68.2,2,5,2015,70634,4820721,海淀区,public_trend_based
2016-07-17,91.5,1,3,1995,47855,4379848,海淀区,public_trend_based
2016-07-02,108.0,3,13,1995,69707,7526975,海淀区,public_trend_based
2016-07-16,82.4,1,9,2000,60580,4994628,海淀区,public_trend_based
2016-07-27,127.9,1,8,1995,61947,7920779,海淀区,public_trend_based
2016-07-01,122.7,1,18,2015,73736,9048298,海淀区,public_trend_based
2016-07-10,112.1,2,15,2005,72295,8102303,海淀区,public_trend_based
2016-07-04,127.7,1,2,2020,57455,7337102,海淀区,public_trend_based
2016-07-06,113.2,2,13,2005,65957,7468991,海淀区,public_trend_based
2016-07-07,85.1,2,5,1995,57759,4914680,海淀区,public_trend_based
2016-07-27,54.8,2,11,1995,58216,3190987,海淀区,public_trend_based
2016-07-27,71.2,3,18,2010,69790,4970420,海淀区,public_trend_based
2016-07-09,67.3,1,2,2010,54750,3683573,海淀区,public_trend_based
2016-07-10,84.7,4,10,2005,67383,5710308,海淀区,public_trend_based
2016-07-02,77.0,2,23,2015,82096,6324253,海淀区,public_trend_based
2016-07-23,61.8,2,17,2015,80397,4969356,海淀区,public_trend_based
2016-07-09,97.3,1,13,2000,65410,6361429,海淀区,public_trend_based
2016-07-24,77.2,2,7,2010,75778,5847738,海淀区,public_trend_based
2016-07-23,101.5,1,20,1995,63438,6439339,海淀区,public_trend_based
2016-07-11,82.8,1,19,2010,59122,4892742,海淀区,public_trend_based
2016-07-06,130.1,3,4,2005,65009,8456718,海淀区,public_trend_based
2016-07-27,86.5,1,17,2000,70252,6080078,海淀区,public_trend_based
2016-07-13,71.4,2,21,2010,78197,5580027,海淀区,public_trend_based
2016-08-02,135.7,3,5,1995,58791,7976179,海淀区,public_trend_based
2016-08-17,90.9,3,1,2010,67638,6144934,海淀区,public_trend_based
2016-08-02,80.5,2,2,2000,48987,3944123,海淀区,public_trend_based
2016-08-13,48.4,1,12,2005,59401,2875304,海淀区,public_trend_based
2016-08-21,78.8,2,15,2005,69325,5464592,海淀区,public_trend_based
2016-08-10,48.3,2,23,2005,69435,3352304,海淀区,public_trend_based
2016-08-26,135.1,1,6,2010,71169,9617002,海淀区,public_trend_based
2016-08-01,64.7,2,18,2020,63879,4129863,海淀区,public_trend_based
2016-08-15,125.1,2,19,2010,71901,8992307,海淀区,public_trend_based
2016-08-09,87.9,2,8,2010,66681,5860682,海淀区,public_trend_based
2016-08-20,117.6,2,5,2005,73874,8690120,海淀区,public_trend_based
2016-08-06,99.6,2,5,2000,70363,7010600,海淀区,public_trend_based
2016-08-25,110.3,1,10,2010,59914,6608658,海淀区,public_trend_based
2016-08-02,113.3,3,24,2000,71794,8135688,海淀区,public_trend_based
2016-08-20,98.4,3,24,1995,73745,7254400,海淀区,public_trend_based
2016-08-23,78.5,3,9,2000,69562,5463849,海淀区,public_trend_based
2016-08-10,78.8,2,17,2015,78188,6161358,海淀区,public_trend_based
2016-08-04,117.8,2,8,2005,73397,8648940,海淀区,public_trend_based
2016-08-20,79.1,3,8,2015,74958,5932435,海淀区,public_trend_based
2016-08-04,64.2,2,23,2000,71446,4585951,海淀区,public_trend_based
2016-08-15,82.9,1,9,1995,54836,4547727,海淀区,public_trend_based
2016-08-11,85.9,1,9,2005,62895,5405038,海淀区,public_trend_based
2016-08-16,140.2,2,9,2000,74242,10408726,海淀区,public_trend_based
2016-08-10,70.1,3,12,1995,59048,4141108,海淀区,public_trend_based
2016-08-07,110.0,2,9,2005,63959,7032555,海淀区,public_trend_based
2016-08-22,83.7,1,4,2000,59460,4976900,海淀区,public_trend_based
2016-08-01,111.6,4,14,2010,67127,7492473,海淀区,public_trend_based
2016-08-15,102.4,3,19,1995,77682,7956523,海淀区,public_trend_based
2016-08-05,80.0,1,23,2020,76714,6140795,海淀区,public_trend_based
2016-08-17,78.0,2,24,2010,78949,6155503,海淀区,public_trend_based
2016-08-10,92.8,2,7,2000,66646,6182868,海淀区,public_trend_based
2016-08-11,113.8,3,3,2010,74160,8438021,海淀区,public_trend_based
2016-08-15,126.8,3,8,2020,93197,11815285,海淀区,public_trend_based
2016-08-19,78.8,2,3,1995,67578,5327219,海淀区,public_trend_based
2016-08-21,88.3,3,14,2000,75773,6692552,海淀区,public_trend_based
2016-08-26,68.7,2,13,2005,58889,4047452,海淀区,public_trend_based
2016-08-17,112.2,3,1,2015,69482,7795970,海淀区,public_trend_based
2016-08-15,46.0,3,18,2020,85538,3933526,海淀区,public_trend_based
2016-08-09,99.1,2,16,1995,60987,6044117,海淀区,public_trend_based
2016-08-12,57.7,1,21,2000,64636,3727076,海淀区,public_trend_based
2016-08-17,64.3,2,14,1995,68479,4401674,海淀区,public_trend_based
2016-08-04,87.5,3,12,2020,75598,6612125,海淀区,public_trend_based
2016-08-07,101.5,2,3,2005,63097,6406965,海淀区,public_trend_based
2016-08-02,112.0,3,1,1995,60112,6730623,海淀区,public_trend_based
2016-08-03,116.1,1,11,1995,66593,7729333,海淀区,public_trend_based
2016-08-25,80.4,2,3,2005,61654,4955479,海淀区,public_trend_based
2016-08-26,64.9,3,6,2015,71242,4620198,海淀区,public_trend_based
2016-08-11,138.5,1,21,1995,54082,7489997,海淀区,public_trend_based
2016-08-08,134.1,4,7,2020,81565,10936288,海淀区,public_trend_based
2016-08-14,60.1,2,12,2000,59616,3584497,海淀区,public_trend_based
2016-08-19,61.8,3,22,2015,87685,5419846,海淀区,public_trend_based
2016-08-23,87.7,1,10,1995,62367,5467218,海淀区,public_trend_based
2016-08-02,101.2,3,23,1995,73266,7415174,海淀区,public_trend_based
2016-08-24,101.3,2,24,2005,81355,8240232,海淀区,public_trend_based
2016-08-27,69.2,2,21,2020,62088,4295080,海淀区,public_trend_based
2016-08-02,106.6,3,22,2020,66154,7050176,海淀区,public_trend_based
2016-08-16,60.0,1,4,2010,62524,3752055,海淀区,public_trend_based
2016-08-06,83.4,4,20,2020,87400,7291092,海淀区,public_trend_based
2016-08-20,91.6,1,19,1995,66832,6121696,海淀区,public_trend_based
2016-08-08,98.8,1,4,1995,68592,6773783,海淀区,public_trend_based
2016-08-11,124.5,3,13,2015,63510,7909853,海淀区,public_trend_based
2016-08-11,85.8,2,17,1995,63554,5450813,海淀区,public_trend_based
2016-08-19,67.8,3,24,2000,72971,4949506,海淀区,public_trend_based
2016-08-26,90.5,2,15,2020,75480,6827304,海淀区,public_trend_based
2016-08-17,92.2,2,24,2000,73723,6797992,海淀区,public_trend_based
2016-08-26,64.9,2,4,2020,66697,4327399,海淀区,public_trend_based
2016-08-22,48.7,2,17,2010,76663,3732706,海淀区,public_trend_based
2016-09-17,83.6,2,23,2010,84080,7028415,海淀区,public_trend_based
2016-09-12,98.7,2,7,2005,67627,6675291,海淀区,public_trend_based
2016-09-24,106.6,4,1,2010,62669,6681409,海淀区,public_trend_based
2016-09-01,67.7,4,17,2000,83045,5624712,海淀区,public_trend_based
2016-09-07,101.4,2,2,2010,57198,5801269,海淀区,public_trend_based
2016-09-15,161.5,2,11,2010,63800,10301741,海淀区,public_trend_based
2016-09-21,44.8,2,2,2010,73166,3280702,海淀区,public_trend_based
2016-09-03,120.4,2,14,2015,75372,9072470,海淀区,public_trend_based
2016-09-21,78.6,3,16,1995,57626,4527959,海淀区,public_trend_based
2016-09-02,86.8,1,3,2000,65245,5661837,海淀区,public_trend_based
2016-09-18,63.9,1,7,1995,67340,4302796,海淀区,public_trend_based
2016-09-23,99.3,2,10,2005,75321,7479445,海淀区,public_trend_based
2016-09-03,70.6,2,17,2000,58993,4164777,海淀区,public_trend_based
2016-09-12,101.5,2,1,2020,64008,6494819,海淀区,public_trend_based
2016-09-26,70.0,3,22,2020,86660,6062322,海淀区,public_trend_based
2016-09-02,86.6,3,23,2000,80833,7003555,海淀区,public_trend_based
2016-09-14,138.9,4,22,2015,85375,11855319,海淀区,public_trend_based
2016-09-09,110.5,3,2,2020,84398,9322801,海淀区,public_trend_based
2016-09-19,82.7,2,17,2015,79398,6562931,海淀区,public_trend_based
2016-09-21,79.1,2,21,2005,73021,5772452,海淀区,public_trend_based
2016-09-06,78.7,3,14,1995,66541,5233648,海淀区,public_trend_based
2016-09-15,89.7,2,1,2010,60395,5416988,海淀区,public_trend_based
2016-09-15,40.0,2,12,2015,68343,2733720,海淀区,public_trend_based
2016-09-07,105.9,1,11,2015,69277,7336149,海淀区,public_trend_based
2016-09-10,87.3,4,22,2000,67956,5929261,海淀区,public_trend_based
2016-09-08,134.9,3,3,1995,58257,7858372,海淀区,public_trend_based
2016-09-09,113.3,3,7,2000,77961,8833662,海淀区,public_trend_based
2016-09-24,83.3,4,12,2000,80320,6692985,海淀区,public_trend_based
2016-09-27,72.4,1,14,2020,74981,5431447,海淀区,public_trend_based
2016-09-07,73.5,2,7,2000,61645,4533077,海淀区,public_trend_based
2016-09-04,106.7,2,23,1995,68578,7316815,海淀区,public_trend_based
2016-09-01,98.6,2,24,1995,72674,7162671,海淀区,public_trend_based
2016-09-12,97.4,2,13,2020,74239,7232274,海淀区,public_trend_based
2016-09-04,97.0,3,20,2005,71459,6930849,海淀区,public_trend_based
2016-09-23,69.1,3,11,2000,76347,5277716,海淀区,public_trend_based
2016-09-10,51.0,2,5,2015,72989,3724535,海淀区,public_trend_based
2016-09-03,117.8,2,20,2000,68751,8098983,海淀区,public_trend_based
2016-09-23,80.8,2,10,1995,67498,5452530,海淀区,public_trend_based
2016-09-24,47.9,1,3,2010,68106,3259693,海淀区,public_trend_based
2016-09-25,84.6,3,10,2020,80207,6786024,海淀区,public_trend_based
2016-09-07,95.5,3,20,2020,77757,7427367,海淀区,public_trend_based
2016-09-13,97.4,3,18,2015,88299,8603050,海淀区,public_trend_based
2016-09-13,84.9,3,1,2020,72721,6173482,海淀区,public_trend_based
2016-09-25,110.2,4,24,2015,77128,8499485,海淀区,public_trend_based
2016-09-19,52.5,1,23,2000,71188,3734483,海淀区,public_trend_based
2016-09-23,47.5,2,9,2010,88859,4219587,海淀区,public_trend_based
2016-09-02,77.8,2,9,2015,62889,4893883,海淀区,public_trend_based
2016-09-03,123.6,2,6,2015,78656,9723797,海淀区,public_trend_based
2016-09-13,80.4,2,12,2015,55666,4473632,海淀区,public_trend_based
2016-09-24,68.6,3,22,1995,63070,4324757,海淀区,public_trend_based
2016-09-12,93.6,2,24,2005,67238,6290659,海淀区,public_trend_based
2016-09-27,77.6,2,11,1995,55232,4284648,海淀区,public_trend_based
2016-09-27,76.3,2,24,2005,80749,6164621,海淀区,public_trend_based
2016-09-11,79.9,2,23,2020,77759,6212038,海淀区,public_trend_based
2016-09-22,96.1,2,14,1995,66725,6409933,海淀区,public_trend_based
2016-09-09,126.2,2,23,2015,80000,10097628,海淀区,public_trend_based
2016-09-10,76.4,1,2,2020,62228,4752428,海淀区,public_trend_based
2016-09-12,61.1,2,21,2010,66252,4051171,海淀区,public_trend_based
2016-09-20,53.5,3,18,2010,79005,4225584,海淀区,public_trend_based
2016-09-11,104.1,2,19,2015,67063,6979430,海淀区,public_trend_based
2016-09-21,112.1,2,3,2000,64526,7235631,海淀区,public_trend_based
2016-09-10,79.5,3,13,2015,92528,7359545,海淀区,public_trend_based
2016-09-25,67.9,2,8,2020,67747,4597433,海淀区,public_trend_based
2016-09-04,59.2,2,17,1995,59788,3538107,海淀区,public_trend_based
2016-09-10,119.9,3,12,2000,72983,8750721,海淀区,public_trend_based
2016-09-24,40.0,4,23,1995,87494,3499760,海淀区,public_trend_based
2016-09-01,82.3,3,8,2000,71995,5921632,海淀区,public_trend_based
2016-09-20,88.3,1,12,1995,67979,6004893,海淀区,public_trend_based
2016-09-03,93.3,2,19,2005,57717,5385686,海淀区,public_trend_based
2016-09-10,104.3,3,5,1995,60429,6301008,海淀区,public_trend_based
2016-09-22,101.8,3,1,1995,75612,7700451,海淀区,public_trend_based
2016-09-13,78.5,4,1,1995,66980,5260707,海淀区,public_trend_based
2016-09-27,126.1,2,13,2015,67619,8530079,海淀区,public_trend_based
2016-09-18,91.9,2,23,2010,73228,6726366,海淀区,public_trend_based
2016-09-27,101.7,1,23,2015,64745,6586501,海淀区,public_trend_based
2016-09-10,66.8,2,4,2020,77015,5147593,海淀区,public_trend_based
2016-09-05,126.4,4,1,2015,75321,9520697,海淀区,public_trend_based
2016-09-12,68.0,2,12,2010,67681,4602630,海淀区,public_trend_based
2016-09-06,114.8,2,20,2020,68804,7900739,海淀区,public_trend_based
2016-09-18,109.2,2,13,2020,80601,8804283,海淀区,public_trend_based
2016-09-22,94.3,2,22,2010,70948,6689489,海淀区,public_trend_based
2016-09-16,159.8,3,12,2020,87159,13926543,海淀区,public_trend_based
2016-09-07,109.3,2,18,2000,71021,7766036,海淀区,public_trend_based
2016-09-17,74.5,3,22,2005,74671,5560552,海淀区,public_trend_based
2016-09-05,72.4,3,15,2015,86664,6273079,海淀区,public_trend_based
2016-09-07,114.5,1,13,2000,71924,8237282,海淀区,public_trend_based
2016-10-20,125.5,1,6,1995,64637,8114994,海淀区,public_trend_based
2016-10-01,60.8,4,19,2005,91976,5587840,海淀区,public_trend_based
2016-10-06,79.2,2,24,2005,80669,6391571,海淀区,public_trend_based
2016-10-07,80.2,2,12,1995,70122,5625454,海淀区,public_trend_based
2016-10-15,122.4,3,14,2015,73493,8994615,海淀区,public_trend_based
2016-10-16,112.7,1,7,2020,66781,7526180,海淀区,public_trend_based
2016-10-27,72.4,3,2,1995,73785,5345264,海淀区,public_trend_based
2016-10-06,102.8,1,17,2010,64070,6588786,海淀区,public_trend_based
2016-10-02,78.9,3,24,2015,96221,7588752,海淀区,public_trend_based
2016-10-13,50.6,3,24,2010,73104,3701457,海淀区,public_trend_based
2016-10-22,67.5,1,6,2000,58446,3943320,海淀区,public_trend_based
2016-10-03,110.6,2,17,2020,76224,8428760,海淀区,public_trend_based
2016-10-11,62.0,2,9,1995,47617,2950852,海淀区,public_trend_based
2016-10-05,117.9,2,7,2010,66355,7820377,海淀区,public_trend_based
2016-10-08,89.1,2,21,2005,71306,6355171,海淀区,public_trend_based
2016-10-06,84.0,2,15,2005,68462,5749661,海淀区,public_trend_based
2016-10-23,100.0,3,17,2000,74057,7404121,海淀区,public_trend_based
2016-10-27,92.1,3,4,1995,66227,6102211,海淀区,public_trend_based
2016-10-12,107.8,3,10,2015,63652,6864607,海淀区,public_trend_based
2016-10-25,51.2,2,5,2015,68026,3480777,海淀区,public_trend_based
2016-10-18,97.4,3,15,2020,89106,8683333,海淀区,public_trend_based
2016-10-09,63.3,2,15,2000,68544,4335460,海淀区,public_trend_based
2016-10-13,117.3,2,19,2020,83598,9807078,海淀区,public_trend_based
2016-10-25,111.3,1,20,2010,65246,7263169,海淀区,public_trend_based
2016-10-20,87.6,3,13,2010,80863,7084551,海淀区,public_trend_based
2016-10-16,65.5,3,12,2000,72513,4748967,海淀区,public_trend_based
2016-10-24,65.2,3,16,1995,67924,4429262,海淀区,public_trend_based
2016-10-21,61.6,1,5,2015,67273,4142338,海淀区,public_trend_based
2016-10-19,86.6,3,3,2015,76485,6625881,海淀区,public_trend_based
2016-10-25,96.9,2,15,2020,84017,8140981,海淀区,public_trend_based
2016-10-01,112.0,4,6,2005,67845,7596795,海淀区,public_trend_based
2016-10-05,110.4,2,3,1995,60329,6663163,海淀区,public_trend_based
2016-10-06,93.6,2,23,2000,55842,5225159,海淀区,public_trend_based
2016-10-18,43.6,1,12,2015,63520,2769792,海淀区,public_trend_based
2016-10-22,135.4,1,11,1995,53852,7289393,海淀区,public_trend_based
2016-10-16,128.2,4,5,2010,89419,11464004,海淀区,public_trend_based
2016-10-27,98.1,1,1,2000,59713,5857668,海淀区,public_trend_based
2016-10-01,91.8,3,11,2000,67658,6211805,海淀区,public_trend_based
2016-10-14,59.1,2,22,2015,77191,4558709,海淀区,public_trend_based
2016-10-04,137.0,2,10,2020,75772,10378946,海淀区,public_trend_based
2016-10-26,54.1,3,6,2000,66139,3579526,海淀区,public_trend_based
2016-10-19,92.0,2,10,2000,65905,6064498,海淀区,public_trend_based
2016-10-13,82.2,2,14,2020,57537,4732410,海淀区,public_trend_based
2016-10-20,94.3,3,12,2010,81365,7675785,海淀区,public_trend_based
2016-10-16,86.3,2,24,2020,79926,6896596,海淀区,public_trend_based
2016-10-03,112.3,2,15,2015,78689,8835924,海淀区,public_trend_based
2016-10-13,119.0,1,4,2005,70266,8363115,海淀区,public_trend_based
2016-10-10,72.5,3,9,2000,71383,5172072,海淀区,public_trend_based
2016-10-07,69.1,3,2,2010,71828,4960747,海淀区,public_trend_based
2016-10-07,102.0,1,23,2020,72044,7346061,海淀区,public_trend_based
2016-10-26,51.1,2,24,1995,79848,4084036,海淀区,public_trend_based
2016-10-04,64.9,1,1,1995,61419,3987910,海淀区,public_trend_based
2016-10-24,91.5,3,20,2000,68708,6289951,海淀区,public_trend_based
2016-10-24,109.5,2,13,2005,74689,8175738,海淀区,public_trend_based
2016-10-10,105.9,2,11,2015,59394,6291305,海淀区,public_trend_based
2016-10-07,99.4,3,2,2020,84841,8436042,海淀区,public_trend_based
2016-10-25,78.7,2,12,2010,80310,6320807,海淀区,public_trend_based
2016-10-09,114.8,4,10,1995,78300,8991058,海淀区,public_trend_based
2016-10-18,92.9,2,15,1995,60297,5598915,海淀区,public_trend_based
2016-10-12,61.7,2,8,2010,65560,4044984,海淀区,public_trend_based
2016-10-05,91.8,3,13,2010,80923,7431006,海淀区,public_trend_based
2016-10-18,66.9,2,19,1995,64513,4318920,海淀区,public_trend_based
2016-10-17,64.0,1,8,2015,72362,4634570,海淀区,public_trend_based
2016-10-20,91.6,1,18,2005,58591,5368131,海淀区,public_trend_based
2016-10-10,67.6,2,19,2015,75117,5077170,海淀区,public_trend_based
2016-10-15,53.4,3,7,2015,73863,3943355,海淀区,public_trend_based
2016-10-02,96.2,2,24,2005,76592,7368362,海淀区,public_trend_based
2016-10-18,73.3,1,15,2015,82889,6073596,海淀区,public_trend_based
2016-10-07,54.3,2,11,2010,66852,3631826,海淀区,public_trend_based
2016-10-05,99.4,4,9,2010,90691,9018191,海淀区,public_trend_based
2016-10-21,107.1,2,22,1995,70559,7554499,海淀区,public_trend_based
2016-10-08,78.0,1,12,2020,64352,5021969,海淀区,public_trend_based
2016-10-13,52.0,2,22,2000,73023,3795307,海淀区,public_trend_based
2016-10-12,117.8,2,12,1995,68842,8112092,海淀区,public_trend_based
2016-10-18,119.0,2,14,2000,61282,7292034,海淀区,public_trend_based
2016-11-13,99.4,3,19,2005,82623,8213446,海淀区,public_trend_based
2016-11-11,94.6,3,12,2005,68305,6463053,海淀区,public_trend_based
2016-11-19,40.0,3,12,2000,75211,3008440,海淀区,public_trend_based
2016-11-12,88.7,2,9,2010,70359,6241078,海淀区,public_trend_based
2016-11-16,67.1,2,17,2015,79787,5353432,海淀区,public_trend_based
2016-11-05,70.8,3,3,1995,51872,3672316,海淀区,public_trend_based
2016-11-14,126.1,1,21,2000,60164,7587827,海淀区,public_trend_based
2016-11-02,120.3,3,1,2000,76966,9259068,海淀区,public_trend_based
2016-11-11,83.6,1,14,2010,72357,6048449,海淀区,public_trend_based
2016-11-11,66.4,2,18,2010,69897,4644003,海淀区,public_trend_based
2016-11-04,47.8,1,3,1995,55598,2655991,海淀区,public_trend_based
2016-11-08,116.6,2,6,2020,76139,8879693,海淀区,public_trend_based
2016-11-15,49.8,3,12,2020,73035,3639209,海淀区,public_trend_based
2016-11-18,111.5,2,1,2015,66463,7413725,海淀区,public_trend_based
2016-11-19,106.9,2,8,2000,68359,7304633,海淀区,public_trend_based
2016-11-14,90.0,3,15,1995,84333,7589029,海淀区,public_trend_based
2016-11-14,105.0,1,11,2010,68989,7242633,海淀区,public_trend_based
2016-11-12,58.8,3,9,2000,79689,4687247,海淀区,public_trend_based
2016-11-19,118.3,2,1,2020,61946,7327129,海淀区,public_trend_based
2016-11-05,81.7,3,22,2015,74528,6089637,海淀区,public_trend_based
2016-11-09,131.5,2,17,2020,82672,10867593,海淀区,public_trend_based
2016-11-16,93.5,4,17,2000,78107,7302733,海淀区,public_trend_based
2016-11-18,57.2,4,10,2015,84358,4827815,海淀区,public_trend_based
2016-11-04,123.8,3,24,2010,71394,8835381,海淀区,public_trend_based
2016-11-04,72.6,2,7,1995,65928,4784237,海淀区,public_trend_based
2016-11-16,50.9,2,12,2005,87905,4477035,海淀区,public_trend_based
2016-11-21,87.0,3,11,2000,66914,5824057,海淀区,public_trend_based
2016-11-17,60.6,1,17,2015,70593,4277361,海淀区,public_trend_based
2016-11-09,114.9,2,1,2005,58494,6718083,海淀区,public_trend_based
2016-11-21,91.9,3,14,1995,73499,6751708,海淀区,public_trend_based
2016-11-19,120.2,3,23,1995,75626,9092766,海淀区,public_trend_based
2016-11-13,65.3,4,6,2015,68945,4503617,海淀区,public_trend_based
2016-11-26,111.0,3,19,2000,68707,7626002,海淀区,public_trend_based
2016-11-13,80.3,2,2,2000,57795,4643657,海淀区,public_trend_based
2016-11-24,66.4,3,15,2020,91275,6057984,海淀区,public_trend_based
2016-11-21,51.3,2,15,2015,86920,4454772,海淀区,public_trend_based
2016-11-22,112.4,2,21,2020,85662,9627708,海淀区,public_trend_based
2016-11-09,115.4,3,23,2000,80597,9304409,海淀区,public_trend_based
2016-11-14,86.5,2,23,2020,75053,6490299,海淀区,public_trend_based
2016-11-22,52.9,2,9,1995,81050,4284597,海淀区,public_trend_based
2016-11-14,56.5,4,16,2015,86079,4863503,海淀区,public_trend_based
2016-11-24,108.3,2,3,2020,75378,8159863,海淀区,public_trend_based
2016-11-27,85.8,1,13,2010,67765,5812339,海淀区,public_trend_based
2016-11-03,111.8,2,18,2020,89888,10049250,海淀区,public_trend_based
2016-11-13,112.0,3,8,2000,67122,7516890,海淀区,public_trend_based
2016-11-03,84.4,3,10,2020,75191,6346629,海淀区,public_trend_based
2016-11-04,89.7,2,6,2020,83949,7526381,海淀区,public_trend_based
2016-11-06,90.2,3,13,2000,78428,7074514,海淀区,public_trend_based
2016-11-17,91.9,2,5,2015,66318,6096873,海淀区,public_trend_based
2016-11-21,98.0,3,1,2015,84626,8296293,海淀区,public_trend_based
2016-11-14,46.0,2,4,2010,75799,3489968,海淀区,public_trend_based
2016-11-13,66.2,1,12,2020,79271,5245055,海淀区,public_trend_based
2016-11-08,92.7,2,9,2020,77230,7157981,海淀区,public_trend_based
2016-11-01,74.8,2,5,2010,71032,5311393,海淀区,public_trend_based
2016-11-05,138.9,4,2,1995,74193,10307377,海淀区,public_trend_based
2016-11-06,73.9,1,10,1995,66046,4877587,海淀区,public_trend_based
2016-11-24,75.9,3,22,2010,65065,4940387,海淀区,public_trend_based
2016-11-27,68.5,2,5,2010,72897,4996228,海淀区,public_trend_based
2016-11-16,41.8,2,6,2010,67336,2811452,海淀区,public_trend_based
2016-11-21,66.3,4,3,2015,78282,5193379,海淀区,public_trend_based
2016-11-16,40.7,2,18,2015,75176,3058114,海淀区,public_trend_based
2016-11-25,99.6,3,20,2005,86123,8575007,海淀区,public_trend_based
2016-11-15,65.1,3,2,2020,89337,5818435,海淀区,public_trend_based
2016-11-11,97.0,3,19,2005,73087,7087024,海淀区,public_trend_based
2016-11-14,59.1,2,24,2010,73610,4348190,海淀区,public_trend_based
2016-11-05,122.6,1,1,2000,69787,8556314,海淀区,public_trend_based
2016-11-26,65.2,2,17,2015,82834,5400188,海淀区,public_trend_based
2016-11-08,91.7,1,3,2020,75627,6938393,海淀区,public_trend_based
2016-11-04,120.4,3,22,1995,70704,8511387,海淀区,public_trend_based
2016-11-23,99.4,3,14,2010,87735,8725054,海淀区,public_trend_based
2016-11-20,40.0,4,9,2020,84314,3372560,海淀区,public_trend_based
2016-11-07,81.9,3,12,2015,72539,5943973,海淀区,public_trend_based
2016-12-11,82.4,3,15,2000,67656,5576132,海淀区,public_trend_based
2016-12-13,127.2,2,21,2020,61034,7762265,海淀区,public_trend_based
2016-12-20,62.5,1,8,2010,59832,3736559,海淀区,public_trend_based
2016-12-10,116.4,2,7,1995,59436,6917154,海淀区,public_trend_based
2016-12-06,104.8,2,1,2015,85815,8990172,海淀区,public_trend_based
2016-12-26,134.9,4,14,2015,76128,10271940,海淀区,public_trend_based
2016-12-03,83.3,3,3,2015,69100,5757075,海淀区,public_trend_based
2016-12-10,82.1,2,7,2020,72262,5931793,海淀区,public_trend_based
2016-12-21,124.5,4,15,2010,72474,9022479,海淀区,public_trend_based
2016-12-26,115.4,2,17,2010,67982,7844697,海淀区,public_trend_based
2016-12-23,80.5,2,1,2015,72639,5848566,海淀区,public_trend_based
2016-12-23,56.9,2,21,1995,75294,4281149,海淀区,public_trend_based
2016-12-24,140.5,1,5,1995,57714,8111536,海淀区,public_trend_based
2016-12-16,91.7,1,16,2015,73688,6754543,海淀区,public_trend_based
2016-12-16,77.6,3,6,2005,73326,5689417,海淀区,public_trend_based
2016-12-22,40.0,3,15,2020,102677,4107080,海淀区,public_trend_based
2016-12-14,126.0,2,20,2000,76836,9677689,海淀区,public_trend_based
2016-12-05,114.4,1,19,2005,72367,8280063,海淀区,public_trend_based
2016-12-09,98.6,2,24,2005,67675,6671934,海淀区,public_trend_based
2016-12-03,74.2,1,5,2015,72572,5386773,海淀区,public_trend_based
2016-12-15,72.1,3,14,2000,67887,4892535,海淀区,public_trend_based
2016-12-07,65.3,4,13,2005,67632,4414592,海淀区,public_trend_based
2016-12-22,102.3,1,18,2000,57144,5845571,海淀区,public_trend_based
2016-12-25,70.4,3,10,2020,77218,5433125,海淀区,public_trend_based
2016-12-04,85.3,2,5,1995,65233,5564481,海淀区,public_trend_based
2016-12-04,77.7,2,17,2020,80091,6223873,海淀区,public_trend_based
2016-12-27,86.4,2,4,2010,70873,6122442,海淀区,public_trend_based
2016-12-15,84.3,1,22,2005,68884,5808571,海淀区,public_trend_based
